current mass in position 19,x_c,x_f
27.591,47.311,46
27.592,47.311,46
27.593,47.311,46
27.594,47.311,46
27.595,47.311,46
27.596,47.31,46
27.597,47.31,46
27.598,47.31,46
27.599,47.31,46
27.6,47.31,46
27.601,47.31,46
27.602,47.31,46
27.603,47.31,46
27.604,47.31,46
27.605,47.31,46
27.606,47.31,46
27.607,47.31,46
27.608,47.31,46
27.609,47.31,46
27.61,47.31,46
27.611,47.31,46
27.612,47.31,46
27.613,47.31,46
27.614,47.31,46
27.615,47.309,46
27.616,47.309,46
27.617,47.309,46
27.618,47.309,46
27.619,47.309,46
27.62,47.309,46
27.621,47.309,46
27.622,47.309,46
27.623,47.309,46
27.624,47.309,46
27.625,47.309,46
27.626,47.309,46
27.627,47.309,46
27.628,47.309,46
27.629,47.309,46
27.63,47.309,46
27.631,47.309,46
27.632,47.309,46
27.633,47.309,46
27.634,47.308,46
27.635,47.308,46
27.636,47.308,46
27.637,47.308,46
27.638,47.308,46
27.639,47.308,46
27.64,47.308,46
27.641,47.308,46
27.642,47.308,46
27.643,47.308,46
27.644,47.308,46
27.645,47.308,46
27.646,47.308,46
27.647,47.308,46
27.648,47.308,46
27.649,47.308,46
27.65,47.308,46
27.651,47.308,46
27.652,47.308,46
27.653,47.308,46
27.654,47.307,46
27.655,47.307,46
27.656,47.307,46
27.657,47.307,46
27.658,47.307,46
27.659,47.307,46
27.66,47.307,46
27.661,47.307,46
27.662,47.307,46
27.663,47.307,46
27.664,47.307,46
27.665,47.307,46
27.666,47.307,46
27.667,47.307,46
27.668,47.307,46
27.669,47.307,46
27.67,47.307,46
27.671,47.307,46
27.672,47.307,46
27.673,47.306,46
27.674,47.306,46
27.675,47.306,46
27.676,47.306,46
27.677,47.306,46
27.678,47.306,46
27.679,47.306,46
27.68,47.306,46
27.681,47.306,46
27.682,47.306,46
27.683,47.306,46
27.684,47.306,46
27.685,47.306,46
27.686,47.306,46
27.687,47.306,46
27.688,47.306,46
27.689,47.306,46
27.69,47.306,46
27.691,47.306,46
27.692,47.305,46
27.693,47.305,46
27.694,47.305,46
27.695,47.305,46
27.696,47.305,46
27.697,47.305,46
27.698,47.305,46
27.699,47.305,46
27.7,47.305,46
27.701,47.305,46
27.702,47.305,46
27.703,47.305,46
27.704,47.305,46
27.705,47.305,46
27.706,47.305,46
27.707,47.305,46
27.708,47.305,46
27.709,47.305,46
27.71,47.305,46
27.711,47.305,46
27.712,47.304,46
27.713,47.304,46
27.714,47.304,46
27.715,47.304,46
27.716,47.304,46
27.717,47.304,46
27.718,47.304,46
27.719,47.304,46
27.72,47.304,46
27.721,47.304,46
27.722,47.304,46
27.723,47.304,46
27.724,47.304,46
27.725,47.304,46
27.726,47.304,46
27.727,47.304,46
27.728,47.304,46
27.729,47.304,46
27.73,47.304,46
27.731,47.303,46
27.732,47.303,46
27.733,47.303,46
27.734,47.303,46
27.735,47.303,46
27.736,47.303,46
27.737,47.303,46
27.738,47.303,46
27.739,47.303,46
27.74,47.303,46
27.741,47.303,46
27.742,47.303,46
27.743,47.303,46
27.744,47.303,46
27.745,47.303,46
27.746,47.303,46
27.747,47.303,46
27.748,47.303,46
27.749,47.303,46
27.75,47.303,46
27.751,47.302,46
27.752,47.302,46
27.753,47.302,46
27.754,47.302,46
27.755,47.302,46
27.756,47.302,46
27.757,47.302,46
27.758,47.302,46
27.759,47.302,46
27.76,47.302,46
27.761,47.302,46
27.762,47.302,46
27.763,47.302,46
27.764,47.302,46
27.765,47.302,46
27.766,47.302,46
27.767,47.302,46
27.768,47.302,46
27.769,47.302,46
27.77,47.301,46
27.771,47.301,46
27.772,47.301,46
27.773,47.301,46
27.774,47.301,46
27.775,47.301,46
27.776,47.301,46
27.777,47.301,46
27.778,47.301,46
27.779,47.301,46
27.78,47.301,46
27.781,47.301,46
27.782,47.301,46
27.783,47.301,46
27.784,47.301,46
27.785,47.301,46
27.786,47.301,46
27.787,47.301,46
27.788,47.301,46
27.789,47.3,46
27.79,47.3,46
27.791,47.3,46
27.792,47.3,46
27.793,47.3,46
27.794,47.3,46
27.795,47.3,46
27.796,47.3,46
27.797,47.3,46
27.798,47.3,46
27.799,47.3,46
27.8,47.3,46
27.801,47.3,46
27.802,47.3,46
27.803,47.3,46
27.804,47.3,46
27.805,47.3,46
27.806,47.3,46
27.807,47.3,46
27.808,47.3,46
27.809,47.299,46
27.81,47.299,46
27.811,47.299,46
27.812,47.299,46
27.813,47.299,46
27.814,47.299,46
27.815,47.299,46
27.816,47.299,46
27.817,47.299,46
27.818,47.299,46
27.819,47.299,46
27.82,47.299,46
27.821,47.299,46
27.822,47.299,46
27.823,47.299,46
27.824,47.299,46
27.825,47.299,46
27.826,47.299,46
27.827,47.299,46
27.828,47.298,46
27.829,47.298,46
27.83,47.298,46
27.831,47.298,46
27.832,47.298,46
27.833,47.298,46
27.834,47.298,46
27.835,47.298,46
27.836,47.298,46
27.837,47.298,46
27.838,47.298,46
27.839,47.298,46
27.84,47.298,46
27.841,47.298,46
27.842,47.298,46
27.843,47.298,46
27.844,47.298,46
27.845,47.298,46
27.846,47.298,46
27.847,47.298,46
27.848,47.297,46
27.849,47.297,46
27.85,47.297,46
27.851,47.297,46
27.852,47.297,46
27.853,47.297,46
27.854,47.297,46
27.855,47.297,46
27.856,47.297,46
27.857,47.297,46
27.858,47.297,46
27.859,47.297,46
27.86,47.297,46
27.861,47.297,46
27.862,47.297,46
27.863,47.297,46
27.864,47.297,46
27.865,47.297,46
27.866,47.297,46
27.867,47.296,46
27.868,47.296,46
27.869,47.296,46
27.87,47.296,46
27.871,47.296,46
27.872,47.296,46
27.873,47.296,46
27.874,47.296,46
27.875,47.296,46
27.876,47.296,46
27.877,47.296,46
27.878,47.296,46
27.879,47.296,46
27.88,47.296,46
27.881,47.296,46
27.882,47.296,46
27.883,47.296,46
27.884,47.296,46
27.885,47.296,46
27.886,47.295,46
27.887,47.295,46
27.888,47.295,46
27.889,47.295,46
27.89,47.295,46
27.891,47.295,46
27.892,47.295,46
27.893,47.295,46
27.894,47.295,46
27.895,47.295,46
27.896,47.295,46
27.897,47.295,46
27.898,47.295,46
27.899,47.295,46
27.9,47.295,46
27.901,47.295,46
27.902,47.295,46
27.903,47.295,46
27.904,47.295,46
27.905,47.295,46
27.906,47.294,46
27.907,47.294,46
27.908,47.294,46
27.909,47.294,46
27.91,47.294,46
27.911,47.294,46
27.912,47.294,46
27.913,47.294,46
27.914,47.294,46
27.915,47.294,46
27.916,47.294,46
27.917,47.294,46
27.918,47.294,46
27.919,47.294,46
27.92,47.294,46
27.921,47.294,46
27.922,47.294,46
27.923,47.294,46
27.924,47.294,46
27.925,47.293,46
27.926,47.293,46
27.927,47.293,46
27.928,47.293,46
27.929,47.293,46
27.93,47.293,46
27.931,47.293,46
27.932,47.293,46
27.933,47.293,46
27.934,47.293,46
27.935,47.293,46
27.936,47.293,46
27.937,47.293,46
27.938,47.293,46
27.939,47.293,46
27.94,47.293,46
27.941,47.293,46
27.942,47.293,46
27.943,47.293,46
27.944,47.293,46
27.945,47.292,46
27.946,47.292,46
27.947,47.292,46
27.948,47.292,46
27.949,47.292,46
27.95,47.292,46
27.951,47.292,46
27.952,47.292,46
27.953,47.292,46
27.954,47.292,46
27.955,47.292,46
27.956,47.292,46
27.957,47.292,46
27.958,47.292,46
27.959,47.292,46
27.96,47.292,46
27.961,47.292,46
27.962,47.292,46
27.963,47.292,46
27.964,47.291,46
27.965,47.291,46
27.966,47.291,46
27.967,47.291,46
27.968,47.291,46
27.969,47.291,46
27.97,47.291,46
27.971,47.291,46
27.972,47.291,46
27.973,47.291,46
27.974,47.291,46
27.975,47.291,46
27.976,47.291,46
27.977,47.291,46
27.978,47.291,46
27.979,47.291,46
27.98,47.291,46
27.981,47.291,46
27.982,47.291,46
27.983,47.29,46
27.984,47.29,46
27.985,47.29,46
27.986,47.29,46
27.987,47.29,46
27.988,47.29,46
27.989,47.29,46
27.99,47.29,46
27.991,47.29,46
27.992,47.29,46
27.993,47.29,46
27.994,47.29,46
27.995,47.29,46
27.996,47.29,46
27.997,47.29,46
27.998,47.29,46
27.999,47.29,46
28.0,47.29,46
28.001,47.29,46
28.002,47.29,46
28.003,47.289,46
28.004,47.289,46
28.005,47.289,46
28.006,47.289,46
28.007,47.289,46
28.008,47.289,46
28.009,47.289,46
28.01,47.289,46
28.011,47.289,46
28.012,47.289,46
28.013,47.289,46
28.014,47.289,46
28.015,47.289,46
28.016,47.289,46
28.017,47.289,46
28.018,47.289,46
28.019,47.289,46
28.02,47.289,46
28.021,47.289,46
28.022,47.288,46
28.023,47.288,46
28.024,47.288,46
28.025,47.288,46
28.026,47.288,46
28.027,47.288,46
28.028,47.288,46
28.029,47.288,46
28.03,47.288,46
28.031,47.288,46
28.032,47.288,46
28.033,47.288,46
28.034,47.288,46
28.035,47.288,46
28.036,47.288,46
28.037,47.288,46
28.038,47.288,46
28.039,47.288,46
28.04,47.288,46
28.041,47.288,46
28.042,47.287,46
28.043,47.287,46
28.044,47.287,46
28.045,47.287,46
28.046,47.287,46
28.047,47.287,46
28.048,47.287,46
28.049,47.287,46
28.05,47.287,46
28.051,47.287,46
28.052,47.287,46
28.053,47.287,46
28.054,47.287,46
28.055,47.287,46
28.056,47.287,46
28.057,47.287,46
28.058,47.287,46
28.059,47.287,46
28.06,47.287,46
28.061,47.286,46
28.062,47.286,46
28.063,47.286,46
28.064,47.286,46
28.065,47.286,46
28.066,47.286,46
28.067,47.286,46
28.068,47.286,46
28.069,47.286,46
28.07,47.286,46
28.071,47.286,46
28.072,47.286,46
28.073,47.286,46
28.074,47.286,46
28.075,47.286,46
28.076,47.286,46
28.077,47.286,46
28.078,47.286,46
28.079,47.286,46
28.08,47.285,46
28.081,47.285,46
28.082,47.285,46
28.083,47.285,46
28.084,47.285,46
28.085,47.285,46
28.086,47.285,46
28.087,47.285,46
28.088,47.285,46
28.089,47.285,46
28.09,47.285,46
28.091,47.285,46
28.092,47.285,46
28.093,47.285,46
28.094,47.285,46
28.095,47.285,46
28.096,47.285,46
28.097,47.285,46
28.098,47.285,46
28.099,47.285,46
28.1,47.284,46
28.101,47.284,46
28.102,47.284,46
28.103,47.284,46
28.104,47.284,46
28.105,47.284,46
28.106,47.284,46
28.107,47.284,46
28.108,47.284,46
28.109,47.284,46
28.11,47.284,46
28.111,47.284,46
28.112,47.284,46
28.113,47.284,46
28.114,47.284,46
28.115,47.284,46
28.116,47.284,46
28.117,47.284,46
28.118,47.284,46
28.119,47.283,46
28.12,47.283,46
28.121,47.283,46
28.122,47.283,46
28.123,47.283,46
28.124,47.283,46
28.125,47.283,46
28.126,47.283,46
28.127,47.283,46
28.128,47.283,46
28.129,47.283,46
28.13,47.283,46
28.131,47.283,46
28.132,47.283,46
28.133,47.283,46
28.134,47.283,46
28.135,47.283,46
28.136,47.283,46
28.137,47.283,46
28.138,47.283,46
28.139,47.282,46
28.14,47.282,46
28.141,47.282,46
28.142,47.282,46
28.143,47.282,46
28.144,47.282,46
28.145,47.282,46
28.146,47.282,46
28.147,47.282,46
28.148,47.282,46
28.149,47.282,46
28.15,47.282,46
28.151,47.282,46
28.152,47.282,46
28.153,47.282,46
28.154,47.282,46
28.155,47.282,46
28.156,47.282,46
28.157,47.282,46
28.158,47.281,46
28.159,47.281,46
28.16,47.281,46
28.161,47.281,46
28.162,47.281,46
28.163,47.281,46
28.164,47.281,46
28.165,47.281,46
28.166,47.281,46
28.167,47.281,46
28.168,47.281,46
28.169,47.281,46
28.17,47.281,46
28.171,47.281,46
28.172,47.281,46
28.173,47.281,46
28.174,47.281,46
28.175,47.281,46
28.176,47.281,46
28.177,47.28,46
28.178,47.28,46
28.179,47.28,46
28.18,47.28,46
28.181,47.28,46
28.182,47.28,46
28.183,47.28,46
28.184,47.28,46
28.185,47.28,46
28.186,47.28,46
28.187,47.28,46
28.188,47.28,46
28.189,47.28,46
28.19,47.28,46
28.191,47.28,46
28.192,47.28,46
28.193,47.28,46
28.194,47.28,46
28.195,47.28,46
28.196,47.28,46
28.197,47.279,46
28.198,47.279,46
28.199,47.279,46
28.2,47.279,46
28.201,47.279,46
28.202,47.279,46
28.203,47.279,46
28.204,47.279,46
28.205,47.279,46
28.206,47.279,46
28.207,47.279,46
28.208,47.279,46
28.209,47.279,46
28.21,47.279,46
28.211,47.279,46
28.212,47.279,46
28.213,47.279,46
28.214,47.279,46
28.215,47.279,46
28.216,47.278,46
28.217,47.278,46
28.218,47.278,46
28.219,47.278,46
28.22,47.278,46
28.221,47.278,46
28.222,47.278,46
28.223,47.278,46
28.224,47.278,46
28.225,47.278,46
28.226,47.278,46
28.227,47.278,46
28.228,47.278,46
28.229,47.278,46
28.23,47.278,46
28.231,47.278,46
28.232,47.278,46
28.233,47.278,46
28.234,47.278,46
28.235,47.278,46
28.236,47.277,46
28.237,47.277,46
28.238,47.277,46
28.239,47.277,46
28.24,47.277,46
28.241,47.277,46
28.242,47.277,46
28.243,47.277,46
28.244,47.277,46
28.245,47.277,46
28.246,47.277,46
28.247,47.277,46
28.248,47.277,46
28.249,47.277,46
28.25,47.277,46
28.251,47.277,46
28.252,47.277,46
28.253,47.277,46
28.254,47.277,46
28.255,47.276,46
28.256,47.276,46
28.257,47.276,46
28.258,47.276,46
28.259,47.276,46
28.26,47.276,46
28.261,47.276,46
28.262,47.276,46
28.263,47.276,46
28.264,47.276,46
28.265,47.276,46
28.266,47.276,46
28.267,47.276,46
28.268,47.276,46
28.269,47.276,46
28.27,47.276,46
28.271,47.276,46
28.272,47.276,46
28.273,47.276,46
28.274,47.276,46
28.275,47.275,46
28.276,47.275,46
28.277,47.275,46
28.278,47.275,46
28.279,47.275,46
28.28,47.275,46
28.281,47.275,46
28.282,47.275,46
28.283,47.275,46
28.284,47.275,46
28.285,47.275,46
28.286,47.275,46
28.287,47.275,46
28.288,47.275,46
28.289,47.275,46
28.29,47.275,46
28.291,47.275,46
28.292,47.275,46
28.293,47.275,46
28.294,47.274,46
28.295,47.274,46
28.296,47.274,46
28.297,47.274,46
28.298,47.274,46
28.299,47.274,46
28.3,47.274,46
28.301,47.274,46
28.302,47.274,46
28.303,47.274,46
28.304,47.274,46
28.305,47.274,46
28.306,47.274,46
28.307,47.274,46
28.308,47.274,46
28.309,47.274,46
28.31,47.274,46
28.311,47.274,46
28.312,47.274,46
28.313,47.273,46
28.314,47.273,46
28.315,47.273,46
28.316,47.273,46
28.317,47.273,46
28.318,47.273,46
28.319,47.273,46
28.32,47.273,46
28.321,47.273,46
28.322,47.273,46
28.323,47.273,46
28.324,47.273,46
28.325,47.273,46
28.326,47.273,46
28.327,47.273,46
28.328,47.273,46
28.329,47.273,46
28.33,47.273,46
28.331,47.273,46
28.332,47.273,46
28.333,47.272,46
28.334,47.272,46
28.335,47.272,46
28.336,47.272,46
28.337,47.272,46
28.338,47.272,46
28.339,47.272,46
28.34,47.272,46
28.341,47.272,46
28.342,47.272,46
28.343,47.272,46
28.344,47.272,46
28.345,47.272,46
28.346,47.272,46
28.347,47.272,46
28.348,47.272,46
28.349,47.272,46
28.35,47.272,46
28.351,47.272,46
28.352,47.271,46
28.353,47.271,46
28.354,47.271,46
28.355,47.271,46
28.356,47.271,46
28.357,47.271,46
28.358,47.271,46
28.359,47.271,46
28.36,47.271,46
28.361,47.271,46
28.362,47.271,46
28.363,47.271,46
28.364,47.271,46
28.365,47.271,46
28.366,47.271,46
28.367,47.271,46
28.368,47.271,46
28.369,47.271,46
28.37,47.271,46
28.371,47.271,46
28.372,47.27,46
28.373,47.27,46
28.374,47.27,46
28.375,47.27,46
28.376,47.27,46
28.377,47.27,46
28.378,47.27,46
28.379,47.27,46
28.38,47.27,46
28.381,47.27,46
28.382,47.27,46
28.383,47.27,46
28.384,47.27,46
28.385,47.27,46
28.386,47.27,46
28.387,47.27,46
28.388,47.27,46
28.389,47.27,46
28.39,47.27,46
28.391,47.269,46
28.392,47.269,46
28.393,47.269,46
28.394,47.269,46
28.395,47.269,46
28.396,47.269,46
28.397,47.269,46
28.398,47.269,46
28.399,47.269,46
28.4,47.269,46
28.401,47.269,46
28.402,47.269,46
28.403,47.269,46
28.404,47.269,46
28.405,47.269,46
28.406,47.269,46
28.407,47.269,46
28.408,47.269,46
28.409,47.269,46
28.41,47.269,46
28.411,47.268,46
28.412,47.268,46
28.413,47.268,46
28.414,47.268,46
28.415,47.268,46
28.416,47.268,46
28.417,47.268,46
28.418,47.268,46
28.419,47.268,46
28.42,47.268,46
28.421,47.268,46
28.422,47.268,46
28.423,47.268,46
28.424,47.268,46
28.425,47.268,46
28.426,47.268,46
28.427,47.268,46
28.428,47.268,46
28.429,47.268,46
28.43,47.267,46
28.431,47.267,46
28.432,47.267,46
28.433,47.267,46
28.434,47.267,46
28.435,47.267,46
28.436,47.267,46
28.437,47.267,46
28.438,47.267,46
28.439,47.267,46
28.44,47.267,46
28.441,47.267,46
28.442,47.267,46
28.443,47.267,46
28.444,47.267,46
28.445,47.267,46
28.446,47.267,46
28.447,47.267,46
28.448,47.267,46
28.449,47.266,46
28.45,47.266,46
28.451,47.266,46
28.452,47.266,46
28.453,47.266,46
28.454,47.266,46
28.455,47.266,46
28.456,47.266,46
28.457,47.266,46
28.458,47.266,46
28.459,47.266,46
28.46,47.266,46
28.461,47.266,46
28.462,47.266,46
28.463,47.266,46
28.464,47.266,46
28.465,47.266,46
28.466,47.266,46
28.467,47.266,46
28.468,47.266,46
28.469,47.265,46
28.47,47.265,46
28.471,47.265,46
28.472,47.265,46
28.473,47.265,46
28.474,47.265,46
28.475,47.265,46
28.476,47.265,46
28.477,47.265,46
28.478,47.265,46
28.479,47.265,46
28.48,47.265,46
28.481,47.265,46
28.482,47.265,46
28.483,47.265,46
28.484,47.265,46
28.485,47.265,46
28.486,47.265,46
28.487,47.265,46
28.488,47.264,46
28.489,47.264,46
28.49,47.264,46
28.491,47.264,46
28.492,47.264,46
28.493,47.264,46
28.494,47.264,46
28.495,47.264,46
28.496,47.264,46
28.497,47.264,46
28.498,47.264,46
28.499,47.264,46
28.5,47.264,46
28.501,47.264,46
28.502,47.264,46
28.503,47.264,46
28.504,47.264,46
28.505,47.264,46
28.506,47.264,46
28.507,47.264,46
28.508,47.263,46
28.509,47.263,46
28.51,47.263,46
28.511,47.263,46
28.512,47.263,46
28.513,47.263,46
28.514,47.263,46
28.515,47.263,46
28.516,47.263,46
28.517,47.263,46
28.518,47.263,46
28.519,47.263,46
28.52,47.263,46
28.521,47.263,46
28.522,47.263,46
28.523,47.263,46
28.524,47.263,46
28.525,47.263,46
28.526,47.263,46
28.527,47.262,46
28.528,47.262,46
28.529,47.262,46
28.53,47.262,46
28.531,47.262,46
28.532,47.262,46
28.533,47.262,46
28.534,47.262,46
28.535,47.262,46
28.536,47.262,46
28.537,47.262,46
28.538,47.262,46
28.539,47.262,46
28.54,47.262,46
28.541,47.262,46
28.542,47.262,46
28.543,47.262,46
28.544,47.262,46
28.545,47.262,46
28.546,47.262,46
28.547,47.261,46
28.548,47.261,46
28.549,47.261,46
28.55,47.261,46
28.551,47.261,46
28.552,47.261,46
28.553,47.261,46
28.554,47.261,46
28.555,47.261,46
28.556,47.261,46
28.557,47.261,46
28.558,47.261,46
28.559,47.261,46
28.56,47.261,46
28.561,47.261,46
28.562,47.261,46
28.563,47.261,46
28.564,47.261,46
28.565,47.261,46
28.566,47.26,46
28.567,47.26,46
28.568,47.26,46
28.569,47.26,46
28.57,47.26,46
28.571,47.26,46
28.572,47.26,46
28.573,47.26,46
28.574,47.26,46
28.575,47.26,46
28.576,47.26,46
28.577,47.26,46
28.578,47.26,46
28.579,47.26,46
28.58,47.26,46
28.581,47.26,46
28.582,47.26,46
28.583,47.26,46
28.584,47.26,46
28.585,47.26,46
28.586,47.259,46
28.587,47.259,46
28.588,47.259,46
28.589,47.259,46
28.59,47.259,46
28.591,47.259,46
28.592,47.259,46
28.593,47.259,46
28.594,47.259,46
28.595,47.259,46
28.596,47.259,46
28.597,47.259,46
28.598,47.259,46
28.599,47.259,46
28.6,47.259,46
28.601,47.259,46
28.602,47.259,46
28.603,47.259,46
28.604,47.259,46
28.605,47.258,46
28.606,47.258,46
28.607,47.258,46
28.608,47.258,46
28.609,47.258,46
28.61,47.258,46
28.611,47.258,46
28.612,47.258,46
28.613,47.258,46
28.614,47.258,46
28.615,47.258,46
28.616,47.258,46
28.617,47.258,46
28.618,47.258,46
28.619,47.258,46
28.62,47.258,46
28.621,47.258,46
28.622,47.258,46
28.623,47.258,46
28.624,47.257,46
28.625,47.257,46
28.626,47.257,46
28.627,47.257,46
28.628,47.257,46
28.629,47.257,46
28.63,47.257,46
28.631,47.257,46
28.632,47.257,46
28.633,47.257,46
28.634,47.257,46
28.635,47.257,46
28.636,47.257,46
28.637,47.257,46
28.638,47.257,46
28.639,47.257,46
28.64,47.257,46
28.641,47.257,46
28.642,47.257,46
28.643,47.257,46
28.644,47.256,46
28.645,47.256,46
28.646,47.256,46
28.647,47.256,46
28.648,47.256,46
28.649,47.256,46
28.65,47.256,46
28.651,47.256,46
28.652,47.256,46
28.653,47.256,46
28.654,47.256,46
28.655,47.256,46
28.656,47.256,46
28.657,47.256,46
28.658,47.256,46
28.659,47.256,46
28.66,47.256,46
28.661,47.256,46
28.662,47.256,46
28.663,47.255,46
28.664,47.255,46
28.665,47.255,46
28.666,47.255,46
28.667,47.255,46
28.668,47.255,46
28.669,47.255,46
28.67,47.255,46
28.671,47.255,46
28.672,47.255,46
28.673,47.255,46
28.674,47.255,46
28.675,47.255,46
28.676,47.255,46
28.677,47.255,46
28.678,47.255,46
28.679,47.255,46
28.68,47.255,46
28.681,47.255,46
28.682,47.255,46
28.683,47.254,46
28.684,47.254,46
28.685,47.254,46
28.686,47.254,46
28.687,47.254,46
28.688,47.254,46
28.689,47.254,46
28.69,47.254,46
28.691,47.254,46
28.692,47.254,46
28.693,47.254,46
28.694,47.254,46
28.695,47.254,46
28.696,47.254,46
28.697,47.254,46
28.698,47.254,46
28.699,47.254,46
28.7,47.254,46
28.701,47.254,46
28.702,47.253,46
28.703,47.253,46
28.704,47.253,46
28.705,47.253,46
28.706,47.253,46
28.707,47.253,46
28.708,47.253,46
28.709,47.253,46
28.71,47.253,46
28.711,47.253,46
28.712,47.253,46
28.713,47.253,46
28.714,47.253,46
28.715,47.253,46
28.716,47.253,46
28.717,47.253,46
28.718,47.253,46
28.719,47.253,46
28.72,47.253,46
28.721,47.253,46
28.722,47.252,46
28.723,47.252,46
28.724,47.252,46
28.725,47.252,46
28.726,47.252,46
28.727,47.252,46
28.728,47.252,46
28.729,47.252,46
28.73,47.252,46
28.731,47.252,46
28.732,47.252,46
28.733,47.252,46
28.734,47.252,46
28.735,47.252,46
28.736,47.252,46
28.737,47.252,46
28.738,47.252,46
28.739,47.252,46
28.74,47.252,46
28.741,47.251,46
28.742,47.251,46
28.743,47.251,46
28.744,47.251,46
28.745,47.251,46
28.746,47.251,46
28.747,47.251,46
28.748,47.251,46
28.749,47.251,46
28.75,47.251,46
28.751,47.251,46
28.752,47.251,46
28.753,47.251,46
28.754,47.251,46
28.755,47.251,46
28.756,47.251,46
28.757,47.251,46
28.758,47.251,46
28.759,47.251,46
28.76,47.251,46
28.761,47.25,46
28.762,47.25,46
28.763,47.25,46
28.764,47.25,46
28.765,47.25,46
28.766,47.25,46
28.767,47.25,46
28.768,47.25,46
28.769,47.25,46
28.77,47.25,46
28.771,47.25,46
28.772,47.25,46
28.773,47.25,46
28.774,47.25,46
28.775,47.25,46
28.776,47.25,46
28.777,47.25,46
28.778,47.25,46
28.779,47.25,46
28.78,47.249,46
28.781,47.249,46
28.782,47.249,46
28.783,47.249,46
28.784,47.249,46
28.785,47.249,46
28.786,47.249,46
28.787,47.249,46
28.788,47.249,46
28.789,47.249,46
28.79,47.249,46
28.791,47.249,46
28.792,47.249,46
28.793,47.249,46
28.794,47.249,46
28.795,47.249,46
28.796,47.249,46
28.797,47.249,46
28.798,47.249,46
28.799,47.249,46
28.8,47.248,46
28.801,47.248,46
28.802,47.248,46
28.803,47.248,46
28.804,47.248,46
28.805,47.248,46
28.806,47.248,46
28.807,47.248,46
28.808,47.248,46
28.809,47.248,46
28.81,47.248,46
28.811,47.248,46
28.812,47.248,46
28.813,47.248,46
28.814,47.248,46
28.815,47.248,46
28.816,47.248,46
28.817,47.248,46
28.818,47.248,46
28.819,47.247,46
28.82,47.247,46
28.821,47.247,46
28.822,47.247,46
28.823,47.247,46
28.824,47.247,46
28.825,47.247,46
28.826,47.247,46
28.827,47.247,46
28.828,47.247,46
28.829,47.247,46
28.83,47.247,46
28.831,47.247,46
28.832,47.247,46
28.833,47.247,46
28.834,47.247,46
28.835,47.247,46
28.836,47.247,46
28.837,47.247,46
28.838,47.247,46
28.839,47.246,46
28.84,47.246,46
28.841,47.246,46
28.842,47.246,46
28.843,47.246,46
28.844,47.246,46
28.845,47.246,46
28.846,47.246,46
28.847,47.246,46
28.848,47.246,46
28.849,47.246,46
28.85,47.246,46
28.851,47.246,46
28.852,47.246,46
28.853,47.246,46
28.854,47.246,46
28.855,47.246,46
28.856,47.246,46
28.857,47.246,46
28.858,47.245,46
28.859,47.245,46
28.86,47.245,46
28.861,47.245,46
28.862,47.245,46
28.863,47.245,46
28.864,47.245,46
28.865,47.245,46
28.866,47.245,46
28.867,47.245,46
28.868,47.245,46
28.869,47.245,46
28.87,47.245,46
28.871,47.245,46
28.872,47.245,46
28.873,47.245,46
28.874,47.245,46
28.875,47.245,46
28.876,47.245,46
28.877,47.244,46
28.878,47.244,46
28.879,47.244,46
28.88,47.244,46
28.881,47.244,46
28.882,47.244,46
28.883,47.244,46
28.884,47.244,46
28.885,47.244,46
28.886,47.244,46
28.887,47.244,46
28.888,47.244,46
28.889,47.244,46
28.89,47.244,46
28.891,47.244,46
28.892,47.244,46
28.893,47.244,46
28.894,47.244,46
28.895,47.244,46
28.896,47.244,46
28.897,47.243,46
28.898,47.243,46
28.899,47.243,46
28.9,47.243,46
28.901,47.243,46
28.902,47.243,46
28.903,47.243,46
28.904,47.243,46
28.905,47.243,46
28.906,47.243,46
28.907,47.243,46
28.908,47.243,46
28.909,47.243,46
28.91,47.243,46
28.911,47.243,46
28.912,47.243,46
28.913,47.243,46
28.914,47.243,46
28.915,47.243,46
28.916,47.242,46
28.917,47.242,46
28.918,47.242,46
28.919,47.242,46
28.92,47.242,46
28.921,47.242,46
28.922,47.242,46
28.923,47.242,46
28.924,47.242,46
28.925,47.242,46
28.926,47.242,46
28.927,47.242,46
28.928,47.242,46
28.929,47.242,46
28.93,47.242,46
28.931,47.242,46
28.932,47.242,46
28.933,47.242,46
28.934,47.242,46
28.935,47.242,46
28.936,47.241,46
28.937,47.241,46
28.938,47.241,46
28.939,47.241,46
28.94,47.241,46
28.941,47.241,46
28.942,47.241,46
28.943,47.241,46
28.944,47.241,46
28.945,47.241,46
28.946,47.241,46
28.947,47.241,46
28.948,47.241,46
28.949,47.241,46
28.95,47.241,46
28.951,47.241,46
28.952,47.241,46
28.953,47.241,46
28.954,47.241,46
28.955,47.24,46
28.956,47.24,46
28.957,47.24,46
28.958,47.24,46
28.959,47.24,46
28.96,47.24,46
28.961,47.24,46
28.962,47.24,46
28.963,47.24,46
28.964,47.24,46
28.965,47.24,46
28.966,47.24,46
28.967,47.24,46
28.968,47.24,46
28.969,47.24,46
28.97,47.24,46
28.971,47.24,46
28.972,47.24,46
28.973,47.24,46
28.974,47.24,46
28.975,47.239,46
28.976,47.239,46
28.977,47.239,46
28.978,47.239,46
28.979,47.239,46
28.98,47.239,46
28.981,47.239,46
28.982,47.239,46
28.983,47.239,46
28.984,47.239,46
28.985,47.239,46
28.986,47.239,46
28.987,47.239,46
28.988,47.239,46
