current mass in position 19,x_c,x_f
18.331,47.797,46
18.332,47.797,46
18.333,47.797,46
18.334,47.797,46
18.335,47.797,46
18.336,47.797,46
18.337,47.796,46
18.338,47.796,46
18.339,47.796,46
18.34,47.796,46
18.341,47.796,46
18.342,47.796,46
18.343,47.796,46
18.344,47.796,46
18.345,47.796,46
18.346,47.796,46
18.347,47.796,46
18.348,47.796,46
18.349,47.796,46
18.35,47.796,46
18.351,47.796,46
18.352,47.796,46
18.353,47.796,46
18.354,47.796,46
18.355,47.796,46
18.356,47.795,46
18.357,47.795,46
18.358,47.795,46
18.359,47.795,46
18.36,47.795,46
18.361,47.795,46
18.362,47.795,46
18.363,47.795,46
18.364,47.795,46
18.365,47.795,46
18.366,47.795,46
18.367,47.795,46
18.368,47.795,46
18.369,47.795,46
18.37,47.795,46
18.371,47.795,46
18.372,47.795,46
18.373,47.795,46
18.374,47.794,46
18.375,47.794,46
18.376,47.794,46
18.377,47.794,46
18.378,47.794,46
18.379,47.794,46
18.38,47.794,46
18.381,47.794,46
18.382,47.794,46
18.383,47.794,46
18.384,47.794,46
18.385,47.794,46
18.386,47.794,46
18.387,47.794,46
18.388,47.794,46
18.389,47.794,46
18.39,47.794,46
18.391,47.794,46
18.392,47.794,46
18.393,47.793,46
18.394,47.793,46
18.395,47.793,46
18.396,47.793,46
18.397,47.793,46
18.398,47.793,46
18.399,47.793,46
18.4,47.793,46
18.401,47.793,46
18.402,47.793,46
18.403,47.793,46
18.404,47.793,46
18.405,47.793,46
18.406,47.793,46
18.407,47.793,46
18.408,47.793,46
18.409,47.793,46
18.41,47.793,46
18.411,47.793,46
18.412,47.792,46
18.413,47.792,46
18.414,47.792,46
18.415,47.792,46
18.416,47.792,46
18.417,47.792,46
18.418,47.792,46
18.419,47.792,46
18.42,47.792,46
18.421,47.792,46
18.422,47.792,46
18.423,47.792,46
18.424,47.792,46
18.425,47.792,46
18.426,47.792,46
18.427,47.792,46
18.428,47.792,46
18.429,47.792,46
18.43,47.792,46
18.431,47.791,46
18.432,47.791,46
18.433,47.791,46
18.434,47.791,46
18.435,47.791,46
18.436,47.791,46
18.437,47.791,46
18.438,47.791,46
18.439,47.791,46
18.44,47.791,46
18.441,47.791,46
18.442,47.791,46
18.443,47.791,46
18.444,47.791,46
18.445,47.791,46
18.446,47.791,46
18.447,47.791,46
18.448,47.791,46
18.449,47.79,46
18.45,47.79,46
18.451,47.79,46
18.452,47.79,46
18.453,47.79,46
18.454,47.79,46
18.455,47.79,46
18.456,47.79,46
18.457,47.79,46
18.458,47.79,46
18.459,47.79,46
18.46,47.79,46
18.461,47.79,46
18.462,47.79,46
18.463,47.79,46
18.464,47.79,46
18.465,47.79,46
18.466,47.79,46
18.467,47.79,46
18.468,47.789,46
18.469,47.789,46
18.47,47.789,46
18.471,47.789,46
18.472,47.789,46
18.473,47.789,46
18.474,47.789,46
18.475,47.789,46
18.476,47.789,46
18.477,47.789,46
18.478,47.789,46
18.479,47.789,46
18.48,47.789,46
18.481,47.789,46
18.482,47.789,46
18.483,47.789,46
18.484,47.789,46
18.485,47.789,46
18.486,47.789,46
18.487,47.788,46
18.488,47.788,46
18.489,47.788,46
18.49,47.788,46
18.491,47.788,46
18.492,47.788,46
18.493,47.788,46
18.494,47.788,46
18.495,47.788,46
18.496,47.788,46
18.497,47.788,46
18.498,47.788,46
18.499,47.788,46
18.5,47.788,46
18.501,47.788,46
18.502,47.788,46
18.503,47.788,46
18.504,47.788,46
18.505,47.787,46
18.506,47.787,46
18.507,47.787,46
18.508,47.787,46
18.509,47.787,46
18.51,47.787,46
18.511,47.787,46
18.512,47.787,46
18.513,47.787,46
18.514,47.787,46
18.515,47.787,46
18.516,47.787,46
18.517,47.787,46
18.518,47.787,46
18.519,47.787,46
18.52,47.787,46
18.521,47.787,46
18.522,47.787,46
18.523,47.787,46
18.524,47.786,46
18.525,47.786,46
18.526,47.786,46
18.527,47.786,46
18.528,47.786,46
18.529,47.786,46
18.53,47.786,46
18.531,47.786,46
18.532,47.786,46
18.533,47.786,46
18.534,47.786,46
18.535,47.786,46
18.536,47.786,46
18.537,47.786,46
18.538,47.786,46
18.539,47.786,46
18.54,47.786,46
18.541,47.786,46
18.542,47.786,46
18.543,47.785,46
18.544,47.785,46
18.545,47.785,46
18.546,47.785,46
18.547,47.785,46
18.548,47.785,46
18.549,47.785,46
18.55,47.785,46
18.551,47.785,46
18.552,47.785,46
18.553,47.785,46
18.554,47.785,46
18.555,47.785,46
18.556,47.785,46
18.557,47.785,46
18.558,47.785,46
18.559,47.785,46
18.56,47.785,46
18.561,47.785,46
18.562,47.784,46
18.563,47.784,46
18.564,47.784,46
18.565,47.784,46
18.566,47.784,46
18.567,47.784,46
18.568,47.784,46
18.569,47.784,46
18.57,47.784,46
18.571,47.784,46
18.572,47.784,46
18.573,47.784,46
18.574,47.784,46
18.575,47.784,46
18.576,47.784,46
18.577,47.784,46
18.578,47.784,46
18.579,47.784,46
18.58,47.783,46
18.581,47.783,46
18.582,47.783,46
18.583,47.783,46
18.584,47.783,46
18.585,47.783,46
18.586,47.783,46
18.587,47.783,46
18.588,47.783,46
18.589,47.783,46
18.59,47.783,46
18.591,47.783,46
18.592,47.783,46
18.593,47.783,46
18.594,47.783,46
18.595,47.783,46
18.596,47.783,46
18.597,47.783,46
18.598,47.783,46
18.599,47.782,46
18.6,47.782,46
18.601,47.782,46
18.602,47.782,46
18.603,47.782,46
18.604,47.782,46
18.605,47.782,46
18.606,47.782,46
18.607,47.782,46
18.608,47.782,46
18.609,47.782,46
18.61,47.782,46
18.611,47.782,46
18.612,47.782,46
18.613,47.782,46
18.614,47.782,46
18.615,47.782,46
18.616,47.782,46
18.617,47.782,46
18.618,47.781,46
18.619,47.781,46
18.62,47.781,46
18.621,47.781,46
18.622,47.781,46
18.623,47.781,46
18.624,47.781,46
18.625,47.781,46
18.626,47.781,46
18.627,47.781,46
18.628,47.781,46
18.629,47.781,46
18.63,47.781,46
18.631,47.781,46
18.632,47.781,46
18.633,47.781,46
18.634,47.781,46
18.635,47.781,46
18.636,47.781,46
18.637,47.78,46
18.638,47.78,46
18.639,47.78,46
18.64,47.78,46
18.641,47.78,46
18.642,47.78,46
18.643,47.78,46
18.644,47.78,46
18.645,47.78,46
18.646,47.78,46
18.647,47.78,46
18.648,47.78,46
18.649,47.78,46
18.65,47.78,46
18.651,47.78,46
18.652,47.78,46
18.653,47.78,46
18.654,47.78,46
18.655,47.779,46
18.656,47.779,46
18.657,47.779,46
18.658,47.779,46
18.659,47.779,46
18.66,47.779,46
18.661,47.779,46
18.662,47.779,46
18.663,47.779,46
18.664,47.779,46
18.665,47.779,46
18.666,47.779,46
18.667,47.779,46
18.668,47.779,46
18.669,47.779,46
18.67,47.779,46
18.671,47.779,46
18.672,47.779,46
18.673,47.779,46
18.674,47.778,46
18.675,47.778,46
18.676,47.778,46
18.677,47.778,46
18.678,47.778,46
18.679,47.778,46
18.68,47.778,46
18.681,47.778,46
18.682,47.778,46
18.683,47.778,46
18.684,47.778,46
18.685,47.778,46
18.686,47.778,46
18.687,47.778,46
18.688,47.778,46
18.689,47.778,46
18.69,47.778,46
18.691,47.778,46
18.692,47.778,46
18.693,47.777,46
18.694,47.777,46
18.695,47.777,46
18.696,47.777,46
18.697,47.777,46
18.698,47.777,46
18.699,47.777,46
18.7,47.777,46
18.701,47.777,46
18.702,47.777,46
18.703,47.777,46
18.704,47.777,46
18.705,47.777,46
18.706,47.777,46
18.707,47.777,46
18.708,47.777,46
18.709,47.777,46
18.71,47.777,46
18.711,47.777,46
18.712,47.776,46
18.713,47.776,46
18.714,47.776,46
18.715,47.776,46
18.716,47.776,46
18.717,47.776,46
18.718,47.776,46
18.719,47.776,46
18.72,47.776,46
18.721,47.776,46
18.722,47.776,46
18.723,47.776,46
18.724,47.776,46
18.725,47.776,46
18.726,47.776,46
18.727,47.776,46
18.728,47.776,46
18.729,47.776,46
18.73,47.775,46
18.731,47.775,46
18.732,47.775,46
18.733,47.775,46
18.734,47.775,46
18.735,47.775,46
18.736,47.775,46
18.737,47.775,46
18.738,47.775,46
18.739,47.775,46
18.74,47.775,46
18.741,47.775,46
18.742,47.775,46
18.743,47.775,46
18.744,47.775,46
18.745,47.775,46
18.746,47.775,46
18.747,47.775,46
18.748,47.775,46
18.749,47.774,46
18.75,47.774,46
18.751,47.774,46
18.752,47.774,46
18.753,47.774,46
18.754,47.774,46
18.755,47.774,46
18.756,47.774,46
18.757,47.774,46
18.758,47.774,46
18.759,47.774,46
18.76,47.774,46
18.761,47.774,46
18.762,47.774,46
18.763,47.774,46
18.764,47.774,46
18.765,47.774,46
18.766,47.774,46
18.767,47.774,46
18.768,47.773,46
18.769,47.773,46
18.77,47.773,46
18.771,47.773,46
18.772,47.773,46
18.773,47.773,46
18.774,47.773,46
18.775,47.773,46
18.776,47.773,46
18.777,47.773,46
18.778,47.773,46
18.779,47.773,46
18.78,47.773,46
18.781,47.773,46
18.782,47.773,46
18.783,47.773,46
18.784,47.773,46
18.785,47.773,46
18.786,47.773,46
18.787,47.772,46
18.788,47.772,46
18.789,47.772,46
18.79,47.772,46
18.791,47.772,46
18.792,47.772,46
18.793,47.772,46
18.794,47.772,46
18.795,47.772,46
18.796,47.772,46
18.797,47.772,46
18.798,47.772,46
18.799,47.772,46
18.8,47.772,46
18.801,47.772,46
18.802,47.772,46
18.803,47.772,46
18.804,47.772,46
18.805,47.772,46
18.806,47.771,46
18.807,47.771,46
18.808,47.771,46
18.809,47.771,46
18.81,47.771,46
18.811,47.771,46
18.812,47.771,46
18.813,47.771,46
18.814,47.771,46
18.815,47.771,46
18.816,47.771,46
18.817,47.771,46
18.818,47.771,46
18.819,47.771,46
18.82,47.771,46
18.821,47.771,46
18.822,47.771,46
18.823,47.771,46
18.824,47.77,46
18.825,47.77,46
18.826,47.77,46
18.827,47.77,46
18.828,47.77,46
18.829,47.77,46
18.83,47.77,46
18.831,47.77,46
18.832,47.77,46
18.833,47.77,46
18.834,47.77,46
18.835,47.77,46
18.836,47.77,46
18.837,47.77,46
18.838,47.77,46
18.839,47.77,46
18.84,47.77,46
18.841,47.77,46
18.842,47.77,46
18.843,47.769,46
18.844,47.769,46
18.845,47.769,46
18.846,47.769,46
18.847,47.769,46
18.848,47.769,46
18.849,47.769,46
18.85,47.769,46
18.851,47.769,46
18.852,47.769,46
18.853,47.769,46
18.854,47.769,46
18.855,47.769,46
18.856,47.769,46
18.857,47.769,46
18.858,47.769,46
18.859,47.769,46
18.86,47.769,46
18.861,47.769,46
18.862,47.768,46
18.863,47.768,46
18.864,47.768,46
18.865,47.768,46
18.866,47.768,46
18.867,47.768,46
18.868,47.768,46
18.869,47.768,46
18.87,47.768,46
18.871,47.768,46
18.872,47.768,46
18.873,47.768,46
18.874,47.768,46
18.875,47.768,46
18.876,47.768,46
18.877,47.768,46
18.878,47.768,46
18.879,47.768,46
18.88,47.768,46
18.881,47.767,46
18.882,47.767,46
18.883,47.767,46
18.884,47.767,46
18.885,47.767,46
18.886,47.767,46
18.887,47.767,46
18.888,47.767,46
18.889,47.767,46
18.89,47.767,46
18.891,47.767,46
18.892,47.767,46
18.893,47.767,46
18.894,47.767,46
18.895,47.767,46
18.896,47.767,46
18.897,47.767,46
18.898,47.767,46
18.899,47.766,46
18.9,47.766,46
18.901,47.766,46
18.902,47.766,46
18.903,47.766,46
18.904,47.766,46
18.905,47.766,46
18.906,47.766,46
18.907,47.766,46
18.908,47.766,46
18.909,47.766,46
18.91,47.766,46
18.911,47.766,46
18.912,47.766,46
18.913,47.766,46
18.914,47.766,46
18.915,47.766,46
18.916,47.766,46
18.917,47.766,46
18.918,47.765,46
18.919,47.765,46
18.92,47.765,46
18.921,47.765,46
18.922,47.765,46
18.923,47.765,46
18.924,47.765,46
18.925,47.765,46
18.926,47.765,46
18.927,47.765,46
18.928,47.765,46
18.929,47.765,46
18.93,47.765,46
18.931,47.765,46
18.932,47.765,46
18.933,47.765,46
18.934,47.765,46
18.935,47.765,46
18.936,47.765,46
18.937,47.764,46
18.938,47.764,46
18.939,47.764,46
18.94,47.764,46
18.941,47.764,46
18.942,47.764,46
18.943,47.764,46
18.944,47.764,46
18.945,47.764,46
18.946,47.764,46
18.947,47.764,46
18.948,47.764,46
18.949,47.764,46
18.95,47.764,46
18.951,47.764,46
18.952,47.764,46
18.953,47.764,46
18.954,47.764,46
18.955,47.764,46
18.956,47.763,46
18.957,47.763,46
18.958,47.763,46
18.959,47.763,46
18.96,47.763,46
18.961,47.763,46
18.962,47.763,46
18.963,47.763,46
18.964,47.763,46
18.965,47.763,46
18.966,47.763,46
18.967,47.763,46
18.968,47.763,46
18.969,47.763,46
18.97,47.763,46
18.971,47.763,46
18.972,47.763,46
18.973,47.763,46
18.974,47.762,46
18.975,47.762,46
18.976,47.762,46
18.977,47.762,46
18.978,47.762,46
18.979,47.762,46
18.98,47.762,46
18.981,47.762,46
18.982,47.762,46
18.983,47.762,46
18.984,47.762,46
18.985,47.762,46
18.986,47.762,46
18.987,47.762,46
18.988,47.762,46
18.989,47.762,46
18.99,47.762,46
18.991,47.762,46
18.992,47.762,46
18.993,47.761,46
18.994,47.761,46
18.995,47.761,46
18.996,47.761,46
18.997,47.761,46
18.998,47.761,46
18.999,47.761,46
19.0,47.761,46
19.001,47.761,46
19.002,47.761,46
19.003,47.761,46
19.004,47.761,46
19.005,47.761,46
19.006,47.761,46
19.007,47.761,46
19.008,47.761,46
19.009,47.761,46
19.01,47.761,46
19.011,47.761,46
19.012,47.76,46
19.013,47.76,46
19.014,47.76,46
19.015,47.76,46
19.016,47.76,46
19.017,47.76,46
19.018,47.76,46
19.019,47.76,46
19.02,47.76,46
19.021,47.76,46
19.022,47.76,46
19.023,47.76,46
19.024,47.76,46
19.025,47.76,46
19.026,47.76,46
19.027,47.76,46
19.028,47.76,46
19.029,47.76,46
19.03,47.76,46
19.031,47.759,46
19.032,47.759,46
19.033,47.759,46
19.034,47.759,46
19.035,47.759,46
19.036,47.759,46
19.037,47.759,46
19.038,47.759,46
19.039,47.759,46
19.04,47.759,46
19.041,47.759,46
19.042,47.759,46
19.043,47.759,46
19.044,47.759,46
19.045,47.759,46
19.046,47.759,46
19.047,47.759,46
19.048,47.759,46
19.049,47.759,46
19.05,47.758,46
19.051,47.758,46
19.052,47.758,46
19.053,47.758,46
19.054,47.758,46
19.055,47.758,46
19.056,47.758,46
19.057,47.758,46
19.058,47.758,46
19.059,47.758,46
19.06,47.758,46
19.061,47.758,46
19.062,47.758,46
19.063,47.758,46
19.064,47.758,46
19.065,47.758,46
19.066,47.758,46
19.067,47.758,46
19.068,47.757,46
19.069,47.757,46
19.07,47.757,46
19.071,47.757,46
19.072,47.757,46
19.073,47.757,46
19.074,47.757,46
19.075,47.757,46
19.076,47.757,46
19.077,47.757,46
19.078,47.757,46
19.079,47.757,46
19.08,47.757,46
19.081,47.757,46
19.082,47.757,46
19.083,47.757,46
19.084,47.757,46
19.085,47.757,46
19.086,47.757,46
19.087,47.756,46
19.088,47.756,46
19.089,47.756,46
19.09,47.756,46
19.091,47.756,46
19.092,47.756,46
19.093,47.756,46
19.094,47.756,46
19.095,47.756,46
19.096,47.756,46
19.097,47.756,46
19.098,47.756,46
19.099,47.756,46
19.1,47.756,46
19.101,47.756,46
19.102,47.756,46
19.103,47.756,46
19.104,47.756,46
19.105,47.756,46
19.106,47.755,46
19.107,47.755,46
19.108,47.755,46
19.109,47.755,46
19.11,47.755,46
19.111,47.755,46
19.112,47.755,46
19.113,47.755,46
19.114,47.755,46
19.115,47.755,46
19.116,47.755,46
19.117,47.755,46
19.118,47.755,46
19.119,47.755,46
19.12,47.755,46
19.121,47.755,46
19.122,47.755,46
19.123,47.755,46
19.124,47.755,46
19.125,47.754,46
19.126,47.754,46
19.127,47.754,46
19.128,47.754,46
19.129,47.754,46
19.13,47.754,46
19.131,47.754,46
19.132,47.754,46
19.133,47.754,46
19.134,47.754,46
19.135,47.754,46
19.136,47.754,46
19.137,47.754,46
19.138,47.754,46
19.139,47.754,46
19.14,47.754,46
19.141,47.754,46
19.142,47.754,46
19.143,47.753,46
19.144,47.753,46
19.145,47.753,46
19.146,47.753,46
19.147,47.753,46
19.148,47.753,46
19.149,47.753,46
19.15,47.753,46
19.151,47.753,46
19.152,47.753,46
19.153,47.753,46
19.154,47.753,46
19.155,47.753,46
19.156,47.753,46
19.157,47.753,46
19.158,47.753,46
19.159,47.753,46
19.16,47.753,46
19.161,47.753,46
19.162,47.752,46
19.163,47.752,46
19.164,47.752,46
19.165,47.752,46
19.166,47.752,46
19.167,47.752,46
19.168,47.752,46
19.169,47.752,46
19.17,47.752,46
19.171,47.752,46
19.172,47.752,46
19.173,47.752,46
19.174,47.752,46
19.175,47.752,46
19.176,47.752,46
19.177,47.752,46
19.178,47.752,46
19.179,47.752,46
19.18,47.752,46
19.181,47.751,46
19.182,47.751,46
19.183,47.751,46
19.184,47.751,46
19.185,47.751,46
19.186,47.751,46
19.187,47.751,46
19.188,47.751,46
19.189,47.751,46
19.19,47.751,46
19.191,47.751,46
19.192,47.751,46
19.193,47.751,46
19.194,47.751,46
19.195,47.751,46
19.196,47.751,46
19.197,47.751,46
19.198,47.751,46
19.199,47.751,46
19.2,47.75,46
19.201,47.75,46
19.202,47.75,46
19.203,47.75,46
19.204,47.75,46
19.205,47.75,46
19.206,47.75,46
19.207,47.75,46
19.208,47.75,46
19.209,47.75,46
19.21,47.75,46
19.211,47.75,46
19.212,47.75,46
19.213,47.75,46
19.214,47.75,46
19.215,47.75,46
19.216,47.75,46
19.217,47.75,46
19.218,47.75,46
19.219,47.749,46
19.22,47.749,46
19.221,47.749,46
19.222,47.749,46
19.223,47.749,46
19.224,47.749,46
19.225,47.749,46
19.226,47.749,46
19.227,47.749,46
19.228,47.749,46
19.229,47.749,46
19.23,47.749,46
19.231,47.749,46
19.232,47.749,46
19.233,47.749,46
19.234,47.749,46
19.235,47.749,46
19.236,47.749,46
19.237,47.748,46
19.238,47.748,46
19.239,47.748,46
19.24,47.748,46
19.241,47.748,46
19.242,47.748,46
19.243,47.748,46
19.244,47.748,46
19.245,47.748,46
19.246,47.748,46
19.247,47.748,46
19.248,47.748,46
19.249,47.748,46
19.25,47.748,46
19.251,47.748,46
19.252,47.748,46
19.253,47.748,46
19.254,47.748,46
19.255,47.748,46
19.256,47.747,46
19.257,47.747,46
19.258,47.747,46
19.259,47.747,46
19.26,47.747,46
19.261,47.747,46
19.262,47.747,46
19.263,47.747,46
19.264,47.747,46
19.265,47.747,46
19.266,47.747,46
19.267,47.747,46
19.268,47.747,46
19.269,47.747,46
19.27,47.747,46
19.271,47.747,46
19.272,47.747,46
19.273,47.747,46
19.274,47.747,46
19.275,47.746,46
19.276,47.746,46
19.277,47.746,46
19.278,47.746,46
19.279,47.746,46
19.28,47.746,46
19.281,47.746,46
19.282,47.746,46
19.283,47.746,46
19.284,47.746,46
19.285,47.746,46
19.286,47.746,46
19.287,47.746,46
19.288,47.746,46
19.289,47.746,46
19.29,47.746,46
19.291,47.746,46
19.292,47.746,46
19.293,47.746,46
19.294,47.745,46
19.295,47.745,46
19.296,47.745,46
19.297,47.745,46
19.298,47.745,46
19.299,47.745,46
19.3,47.745,46
19.301,47.745,46
19.302,47.745,46
19.303,47.745,46
19.304,47.745,46
19.305,47.745,46
19.306,47.745,46
19.307,47.745,46
19.308,47.745,46
19.309,47.745,46
19.31,47.745,46
19.311,47.745,46
19.312,47.745,46
19.313,47.744,46
19.314,47.744,46
19.315,47.744,46
19.316,47.744,46
19.317,47.744,46
19.318,47.744,46
19.319,47.744,46
19.32,47.744,46
19.321,47.744,46
19.322,47.744,46
19.323,47.744,46
19.324,47.744,46
19.325,47.744,46
19.326,47.744,46
19.327,47.744,46
19.328,47.744,46
19.329,47.744,46
19.33,47.744,46
19.331,47.743,46
19.332,47.743,46
19.333,47.743,46
19.334,47.743,46
19.335,47.743,46
19.336,47.743,46
19.337,47.743,46
19.338,47.743,46
19.339,47.743,46
19.34,47.743,46
19.341,47.743,46
19.342,47.743,46
19.343,47.743,46
19.344,47.743,46
19.345,47.743,46
19.346,47.743,46
19.347,47.743,46
19.348,47.743,46
19.349,47.743,46
19.35,47.742,46
19.351,47.742,46
19.352,47.742,46
19.353,47.742,46
19.354,47.742,46
19.355,47.742,46
19.356,47.742,46
19.357,47.742,46
19.358,47.742,46
19.359,47.742,46
19.36,47.742,46
19.361,47.742,46
19.362,47.742,46
19.363,47.742,46
19.364,47.742,46
19.365,47.742,46
19.366,47.742,46
19.367,47.742,46
19.368,47.742,46
19.369,47.741,46
19.37,47.741,46
19.371,47.741,46
19.372,47.741,46
19.373,47.741,46
19.374,47.741,46
19.375,47.741,46
19.376,47.741,46
19.377,47.741,46
19.378,47.741,46
19.379,47.741,46
19.38,47.741,46
19.381,47.741,46
19.382,47.741,46
19.383,47.741,46
19.384,47.741,46
19.385,47.741,46
19.386,47.741,46
19.387,47.741,46
19.388,47.74,46
19.389,47.74,46
19.39,47.74,46
19.391,47.74,46
19.392,47.74,46
19.393,47.74,46
19.394,47.74,46
19.395,47.74,46
19.396,47.74,46
19.397,47.74,46
19.398,47.74,46
19.399,47.74,46
19.4,47.74,46
19.401,47.74,46
19.402,47.74,46
19.403,47.74,46
19.404,47.74,46
19.405,47.74,46
19.406,47.74,46
19.407,47.739,46
19.408,47.739,46
19.409,47.739,46
19.41,47.739,46
19.411,47.739,46
19.412,47.739,46
19.413,47.739,46
19.414,47.739,46
19.415,47.739,46
19.416,47.739,46
19.417,47.739,46
19.418,47.739,46
19.419,47.739,46
19.42,47.739,46
19.421,47.739,46
19.422,47.739,46
19.423,47.739,46
19.424,47.739,46
19.425,47.738,46
19.426,47.738,46
19.427,47.738,46
19.428,47.738,46
19.429,47.738,46
19.43,47.738,46
19.431,47.738,46
19.432,47.738,46
19.433,47.738,46
19.434,47.738,46
19.435,47.738,46
19.436,47.738,46
19.437,47.738,46
19.438,47.738,46
19.439,47.738,46
19.44,47.738,46
19.441,47.738,46
19.442,47.738,46
19.443,47.738,46
19.444,47.737,46
19.445,47.737,46
19.446,47.737,46
19.447,47.737,46
19.448,47.737,46
19.449,47.737,46
19.45,47.737,46
19.451,47.737,46
19.452,47.737,46
19.453,47.737,46
19.454,47.737,46
19.455,47.737,46
19.456,47.737,46
19.457,47.737,46
19.458,47.737,46
19.459,47.737,46
19.46,47.737,46
19.461,47.737,46
19.462,47.737,46
19.463,47.736,46
19.464,47.736,46
19.465,47.736,46
19.466,47.736,46
19.467,47.736,46
19.468,47.736,46
19.469,47.736,46
19.47,47.736,46
19.471,47.736,46
19.472,47.736,46
19.473,47.736,46
19.474,47.736,46
19.475,47.736,46
19.476,47.736,46
19.477,47.736,46
19.478,47.736,46
19.479,47.736,46
19.48,47.736,46
19.481,47.736,46
19.482,47.735,46
19.483,47.735,46
19.484,47.735,46
19.485,47.735,46
19.486,47.735,46
19.487,47.735,46
19.488,47.735,46
19.489,47.735,46
19.49,47.735,46
19.491,47.735,46
19.492,47.735,46
19.493,47.735,46
19.494,47.735,46
19.495,47.735,46
19.496,47.735,46
19.497,47.735,46
19.498,47.735,46
19.499,47.735,46
19.5,47.735,46
19.501,47.734,46
19.502,47.734,46
19.503,47.734,46
19.504,47.734,46
19.505,47.734,46
19.506,47.734,46
19.507,47.734,46
19.508,47.734,46
19.509,47.734,46
19.51,47.734,46
19.511,47.734,46
19.512,47.734,46
19.513,47.734,46
19.514,47.734,46
19.515,47.734,46
19.516,47.734,46
19.517,47.734,46
19.518,47.734,46
19.519,47.733,46
19.52,47.733,46
19.521,47.733,46
19.522,47.733,46
19.523,47.733,46
19.524,47.733,46
19.525,47.733,46
19.526,47.733,46
19.527,47.733,46
19.528,47.733,46
19.529,47.733,46
19.53,47.733,46
19.531,47.733,46
19.532,47.733,46
19.533,47.733,46
19.534,47.733,46
19.535,47.733,46
19.536,47.733,46
19.537,47.733,46
19.538,47.732,46
19.539,47.732,46
19.54,47.732,46
19.541,47.732,46
19.542,47.732,46
19.543,47.732,46
19.544,47.732,46
19.545,47.732,46
19.546,47.732,46
19.547,47.732,46
19.548,47.732,46
19.549,47.732,46
19.55,47.732,46
19.551,47.732,46
19.552,47.732,46
19.553,47.732,46
19.554,47.732,46
19.555,47.732,46
19.556,47.732,46
19.557,47.731,46
19.558,47.731,46
19.559,47.731,46
19.56,47.731,46
19.561,47.731,46
19.562,47.731,46
19.563,47.731,46
19.564,47.731,46
19.565,47.731,46
19.566,47.731,46
19.567,47.731,46
19.568,47.731,46
19.569,47.731,46
19.57,47.731,46
19.571,47.731,46
19.572,47.731,46
19.573,47.731,46
19.574,47.731,46
19.575,47.731,46
19.576,47.73,46
19.577,47.73,46
19.578,47.73,46
19.579,47.73,46
19.58,47.73,46
19.581,47.73,46
19.582,47.73,46
19.583,47.73,46
19.584,47.73,46
19.585,47.73,46
19.586,47.73,46
19.587,47.73,46
19.588,47.73,46
19.589,47.73,46
19.59,47.73,46
19.591,47.73,46
19.592,47.73,46
19.593,47.73,46
19.594,47.73,46
19.595,47.729,46
19.596,47.729,46
19.597,47.729,46
19.598,47.729,46
19.599,47.729,46
19.6,47.729,46
19.601,47.729,46
19.602,47.729,46
19.603,47.729,46
19.604,47.729,46
19.605,47.729,46
19.606,47.729,46
19.607,47.729,46
19.608,47.729,46
19.609,47.729,46
19.61,47.729,46
19.611,47.729,46
19.612,47.729,46
19.613,47.728,46
19.614,47.728,46
19.615,47.728,46
19.616,47.728,46
19.617,47.728,46
19.618,47.728,46
19.619,47.728,46
19.62,47.728,46
19.621,47.728,46
19.622,47.728,46
19.623,47.728,46
19.624,47.728,46
19.625,47.728,46
19.626,47.728,46
19.627,47.728,46
19.628,47.728,46
19.629,47.728,46
19.63,47.728,46
19.631,47.728,46
19.632,47.727,46
19.633,47.727,46
19.634,47.727,46
19.635,47.727,46
19.636,47.727,46
19.637,47.727,46
19.638,47.727,46
19.639,47.727,46
19.64,47.727,46
19.641,47.727,46
19.642,47.727,46
19.643,47.727,46
19.644,47.727,46
19.645,47.727,46
19.646,47.727,46
19.647,47.727,46
19.648,47.727,46
19.649,47.727,46
19.65,47.727,46
19.651,47.726,46
19.652,47.726,46
19.653,47.726,46
19.654,47.726,46
19.655,47.726,46
19.656,47.726,46
19.657,47.726,46
19.658,47.726,46
19.659,47.726,46
19.66,47.726,46
19.661,47.726,46
19.662,47.726,46
19.663,47.726,46
19.664,47.726,46
19.665,47.726,46
19.666,47.726,46
19.667,47.726,46
19.668,47.726,46
19.669,47.726,46
19.67,47.725,46
19.671,47.725,46
19.672,47.725,46
19.673,47.725,46
19.674,47.725,46
19.675,47.725,46
19.676,47.725,46
19.677,47.725,46
19.678,47.725,46
19.679,47.725,46
19.68,47.725,46
19.681,47.725,46
19.682,47.725,46
19.683,47.725,46
19.684,47.725,46
19.685,47.725,46
19.686,47.725,46
19.687,47.725,46
19.688,47.725,46
19.689,47.724,46
19.69,47.724,46
19.691,47.724,46
19.692,47.724,46
19.693,47.724,46
19.694,47.724,46
19.695,47.724,46
19.696,47.724,46
19.697,47.724,46
19.698,47.724,46
19.699,47.724,46
19.7,47.724,46
19.701,47.724,46
19.702,47.724,46
19.703,47.724,46
19.704,47.724,46
19.705,47.724,46
19.706,47.724,46
19.707,47.724,46
19.708,47.723,46
19.709,47.723,46
19.71,47.723,46
19.711,47.723,46
19.712,47.723,46
19.713,47.723,46
19.714,47.723,46
19.715,47.723,46
19.716,47.723,46
19.717,47.723,46
19.718,47.723,46
19.719,47.723,46
19.72,47.723,46
19.721,47.723,46
19.722,47.723,46
19.723,47.723,46
19.724,47.723,46
19.725,47.723,46
19.726,47.722,46
19.727,47.722,46
19.728,47.722,46
